#x002d 3.2226562 1.0605469
#x0143 6.7558594 10.986328
#x0144 5.0683594 8.736328
#x0145 6.7558594 11.109375
#x0146 5.0683594 8.876953
#x0147 6.7558594 10.986328
#x0148 5.0683594 8.736328
#x0149 6.732422 8.660156
#x014a 7.0664062 10.96875
#x014b 5.0507812 8.876953
#x014c 8.220703 10.3359375
#x014d 5.830078 8.5078125
#x014e 8.220703 10.9921875
#x014f 5.830078 8.8125
#x0150 8.220703 11.109375
#x0151 5.830078 8.8828125
#x0152 10.857422 8.8828125
#x0153 10.388672 6.5039062
#x0154 7.5703125 10.962891
#x0155 3.3867188 8.736328
#x0156 7.5703125 11.109375
#x0157 3.5039062 8.876953
#x0158 7.5703125 10.986328
#x0159 3.8203125 8.736328
#x015a 6.84375 11.1328125
#x015b 5.1621094 8.8828125
#x015c 6.84375 11.1328125
#x015d 5.1621094 8.8828125
#x015e 6.84375 11.255859
#x015f 5.1621094 8.876953
#x0160 6.84375 11.1328125
#x0161 5.1621094 8.8828125
#x0162 6.8027344 11.109375
#x0163 3.0234375 10.921875
#x0164 6.8027344 10.986328
#x0165 4.669922 8.671875
#x0166 6.8027344 8.589844
#x0167 3.0234375 8.484375
#x0168 6.7558594 10.822266
#x0169 5.0507812 8.736328
#x016a 6.7558594 10.359375
#x016b 5.0507812 8.5078125
#x016c 6.7558594 11.015625
#x016d 5.0507812 8.8125
#x016e 6.7558594 11.607422
#x016f 5.0507812 9.169922
#x0170 6.7558594 11.15625
#x0171 5.0507812 8.8828125
#x0172 6.7558594 11.0859375
#x0173 5.8710938 8.712891
#x0174 11.050781 10.986328
#x0175 8.542969 8.736328
#x0176 7.875 10.986328
#x0177 5.7128906 11.255859
#x0178 7.875 10.546875
#x0179 6.7910156 10.986328
#x017a 5.5078125 8.736328
#x017b 6.7910156 10.5234375
#x017c 5.5078125 8.53125
#x017d 6.7910156 10.986328
#x017e 5.5078125 8.736328
#x0134 5.9882812 11.109375
#x0135 3.7089844 11.244141
#x013d 6.6210938 10.986328
#x013e 3.703125 10.986328
#x015c 6.84375 11.1328125
#x015d 5.1621094 8.8828125
#x0174 11.050781 10.986328
#x0175 8.542969 8.736328
#x0176 7.875 10.986328
#x0177 5.7128906 11.255859
#x0178 7.875 10.546875
#x00e6 9.779297 6.5039062
#x0153 10.388672 6.5039062
#xfb00 6.6679688 8.736328
#xfb01 5.0214844 8.736328
#xfb02 4.998047 8.736328
#xfb03 8.003906 8.736328
#xfb04 8.003906 8.736328
#xfb05 5.4492188 8.818359
#xfb06 8.625 8.548828
#x003c 5.6835938 5.8125
#x003d 5.6835938 3.5976562
#x003e 5.6835938 5.8125
#x2208 5.4609375 5.361328
#x220b 5.4609375 5.361328
#x2282 5.4609375 5.361328
#x2283 5.4609375 5.361328
#x22d0 5.4609375 5.361328
#x22d1 5.4609375 5.361328
#x2264 6.1523438 7.3535156
#x2265 6.1523438 7.3535156
#x2266 6.1523438 9.5390625
#x2267 6.1523438 9.5390625
#x226a 6.1523438 6.1933594
#x226b 6.158203 6.1933594
#x2261 6.1523438 3.7441406
#x2251 6.1523438 6.1464844
#x2260 6.1523438 6.158203
#x2284 5.4609375 7.0664062
#x2285 5.4609375 7.0664062
#x2209 5.4609375 7.5234375
#x220c 5.4609375 7.5234375
#x223c 5.9882812 1.921875
#x2248 5.9882812 4.201172
#x2243 6.1523438 3.9257812
#x2245 6.1523438 6.1171875
#x227a 6.1523438 6.1464844
#x227b 6.1523438 6.1464844
#x221d 4.4589844 3.0703125
#x2225 2.6367188 10.628906
#x22a5 6.1523438 6.1464844
#x22a2 5.6484375 6.1464844
#x22a3 5.6484375 6.1464844
#x2253 6.1523438 6.1464844
#x2252 6.1523438 6.1464844
#x2286 5.4609375 6.8378906
#x2287 5.4609375 6.8378906
#x228a 5.4609375 7.763672
#x228b 5.4609375 7.763672
#x227c 6.1523438 7.921875
#x227d 6.1523438 7.921875
#x22a7 3.8496094 6.1464844
#x2244 6.1523438 6.158203
#x2262 6.1523438 6.158203
#x2276 6.1523438 10.558594
#x2277 6.1523438 10.558594
#x2247 6.1523438 8.302734
#x2323 8.144531 2.1855469
#x2322 8.144531 2.1796875
#x224d 4.8984375 3.4570312
#x2224 3.1171875 10.628906
#x2288 5.4609375 8.613281
#x2289 5.4609375 8.613281
#x2226 4.8046875 10.628906
#x2280 6.1523438 6.626953
#x2281 6.1523438 6.626953
#x0026 7.2128906 8.941406
#x002a 3.8730469 3.6621094
#x002b 5.6835938 5.6835938
#x2212 6.1523438 0.57421875
#x002f 3.3339844 8.876953
#x005c 3.3339844 8.876953
#x00b1 5.6835938 7.330078
#x2213 6.1523438 7.4296875
#x00d7 5.109375 5.109375
#x00f7 5.6835938 4.96875
#x2295 8.185547 8.185547
#x2296 8.185547 8.185547
#x2297 8.185547 8.185547
#x22c3 5.3671875 5.4609375
#x22c2 5.3671875 5.455078
#x22c1 5.2558594 6.1464844
#x22c0 5.2558594 6.1464844
#x2214 6.1523438 7.9453125
#x22c9 6.8671875 7.6816406
#x22ca 6.8671875 7.6816406
#x2299 8.185547 8.185547
#x005e 5.0039062 4.6875
#x222b 4.453125 15.515625
#x222e 5.109375 15.515625
#x221a 6.09375 9.615234
#x2211 8.1328125 10.236328
#x220f 9.339844 10.224609
#x2210 9.339844 10.224609
#x22c3 5.3671875 5.4609375
#x22c2 5.3671875 5.455078
#x02c1 2.6660156 3.5039062
#x22c0 5.2558594 6.1464844
#x2295 8.185547 8.185547
#x2297 8.185547 8.185547
#x222c 8.050781 15.515625
#x222d 11.654297 15.515625
#x2190 7.59375 3.7441406
#x2192 7.59375 3.7441406
#x21d0 7.59375 5.185547
#x21d2 7.59375 5.185547
#x2194 7.59375 3.7441406
#x21d4 9.3984375 5.185547
#x2191 3.7441406 7.9453125
#x2193 3.7441406 7.9453125
#x21d1 5.185547 7.9453125
#x21d3 5.185547 7.9453125
#x2198 5.830078 5.830078
#x2197 5.830078 5.830078
#x2199 5.830078 5.830078
#x2196 5.830078 5.830078
#x21a6 7.59375 3.7441406
#x21aa 7.59375 4.5820312
#x00b4 2.1621094 1.6464844
#x0060 2.1621094 1.6464844
#x005e 5.0039062 4.6875
#x02dc 3.9257812 1.3300781
#x02c7 3.703125 1.6464844
#x02d8 3.46875 1.5234375
#x00af 6.140625 0.59765625
#x02d9 1.078125 1.2011719
#x00a8 3.2519531 1.2011719
#x20db 4.5117188 1.1542969
#x005f 6.140625 0.59765625
#x007c 0.9140625 10.980469
#x2016 2.9296875 9.609375
#x0028 2.8417969 11.255859
#x0029 2.8417969 11.255859
#x007b 3.3867188 11.255859
#x007d 3.3867188 11.255859
#x005b 2.3320312 10.980469
#x005d 2.3261719 10.980469
#x250c 4.236328 7.7871094
#x2510 4.248047 7.7871094
#x2514 4.236328 7.7753906
#x251a 4.7695312 7.7753906
#x230a 2.9179688 7.6289062
#x230b 2.9179688 7.6289062
#x2308 2.9179688 7.6289062
#x2309 2.9179688 7.6289062
#x2329 3.1992188 10.535156
#x232a 3.2050781 10.535156
#x0021 1.3066406 8.589844
#x0023 6.404297 8.8828125
#x0024 5.6777344 10.623047
#x0025 8.947266 9.058594
#x003f 5.5429688 8.736328
#x0040 11.097656 11.267578
#x00a5 6.6503906 8.589844
#x005f 6.140625 0.59765625
#x221e 6.1054688 3.7792969
#x2202 5.4433594 8.519531
#x2207 7.2246094 8.255859
#x2113 3.3984375 7.5820312
#x045b 5.859375 8.589844
#x211c 8.4140625 8.472656
#x2111 5.6660156 8.361328
#x2135 7.0195312 8.818359
#x2205 8.5078125 8.5078125
#x2200 6.5566406 8.267578
#x2203 4.3183594 8.267578
#x00ac 5.6835938 3.5976562
#x2220 6.2285156 6.251953
#x25b3 5.0683594 4.798828
#x25a1 5.1621094 5.15625
#x00a7 5.654297 11.255859
#x2020 5.736328 10.417969
#x2021 5.736328 10.5
#x00b6 6.4804688 10.980469
#x266d 3.515625 8.712891
#x266e 2.7128906 9.09375
#x00a9 8.841797 8.841797
#x211a 7.7753906 10.5
#x2605 8.900391 8.630859
#x2010 3.2226562 1.0605469
#x2014 12.140625 0.8613281
#x002c 1.2714844 2.8945312
#x002e 1.2011719 1.2011719
#x2022 2.9765625 2.9648438
#x003a 1.2011719 6.216797
#x003b 1.2714844 7.9101562
#x25ef 6.720703 6.7148438
#x2026 9.1875 1.2011719
#x00b7 1.2011719 1.2011719
#x22ee 1.3125 9.316406
#x22f1 6.984375 6.9726562
#x2033 3.5507812 3.046875
#x2034 5.3554688 3.046875
