#x0041,8.003998
#x03c2,5.6640015
#x03d5,7.7879944
#x0100,8.003998
#x0101,6.671997
#x0102,8.003998
#x0103,6.671997
#x0104,8.003998
#x0105,6.671997
#x0106,8.664001
#x0107,6.0
#x0108,8.664001
#x0109,6.0
#x010a,8.664001
#x010b,6.0
#x010c,8.664001
#x010d,6.0
#x010e,8.664001
#x010f,7.524002
#x0110,8.664001
#x0111,6.671997
#x0112,8.003998
#x0113,6.671997
#x0114,8.003998
#x0115,6.671997
#x0116,8.003998
#x0117,6.671997
#x0118,8.003998
#x0119,6.671997
#x011a,8.003998
#x011b,6.671997
#x011c,9.335999
#x011d,6.671997
#x011e,9.335999
#x011f,6.671997
#x0120,9.335999
#x0121,6.671997
#x0122,9.335999
#x01f5,6.671997
#x0124,8.664001
#x0125,6.671997
#x0126,8.664001
#x0127,6.671997
#x0128,3.3359985
#x0129,2.6640015
#x012a,3.3359985
#x012b,2.6640015
#x012c,3.3359985
#x012d,2.6640015
#x012e,3.3359985
#x012f,2.6640015
#x0130,3.3359985
#x0131,3.3359985
#x0132,9.012001
#x0133,5.328003
#x0134,6.0
#x0135,2.6640015
#x0136,8.003998
#x0137,6.0
#x0138,5.2440033
#x0139,6.671997
#x013a,2.6640015
#x013b,6.671997
#x013c,2.6640015
#x013d,6.671997
#x013e,2.6640015
#x013f,6.671997
#x0140,3.8160095
#x0141,6.671997
#x0142,2.6640015
#x0143,8.664001
#x0144,6.671997
#x0145,8.664001
#x0146,6.671997
#x0147,8.664001
#x0148,6.671997
#x0149,7.5119934
#x014a,8.675995
#x014b,6.671997
#x014c,9.335999
#x014d,6.671997
#x014e,9.335999
#x014f,6.672001
#x0150,9.335999
#x0151,6.671997
#x0152,12.0
#x0153,11.328003
#x0154,8.664001
#x0155,3.9960022
#x0156,8.664001
#x0157,3.9960022
#x0158,8.664001
#x0159,3.9960022
#x015a,8.003998
#x015b,6.0
#x015c,8.003998
#x015d,6.0
#x015e,8.003998
#x015f,6.0
#x0160,8.003998
#x0161,6.0
#x0162,7.3320007
#x0163,3.3359985
#x0164,7.3320007
#x0165,4.8720093
#x0166,7.3320007
#x0167,3.3359985
#x0168,8.664001
#x0169,6.671997
#x016a,8.664001
#x016b,6.671997
#x016c,8.664001
#x016d,6.671997
#x016e,8.664001
#x016f,6.671997
#x0170,8.664001
#x0171,6.672001
#x0172,8.664001
#x0173,6.671997
#x0174,11.328003
#x0175,8.664001
#x0176,8.003998
#x0177,6.0
#x0178,8.003998
#x0179,7.3320007
#x017a,6.0
#x017b,7.3320007
#x017c,6.0
#x017d,7.3320007
#x017e,6.0
#x0134,6.0
#x0135,2.6640015
#x013d,6.671997
#x013e,2.6640015
#x015c,8.003998
#x015d,6.0
#x0174,11.328003
#x0175,8.664001
#x0176,8.003998
#x0177,6.0
#x0178,8.003998
#x00e6,10.667999
#x0153,11.328003
#xfb00,6.4440002
#xfb01,6.0
#xfb02,6.0
#xfb03,9.335999
#xfb04,9.0
#xfb05,6.383972
#xfb06,9.096008
#x003c,7.0079994
#x003d,7.0079994
#x003e,7.008003
#x2208,6.5879974
#x220b,6.5879974
#x2282,6.5879974
#x2283,6.5879974
#x22d0,6.5879974
#x22d1,6.5879974
#x2264,7.0079956
#x2265,7.0079956
#x2266,7.0079956
#x2267,7.0079956
#x226a,7.0079956
#x226b,7.0079956
#x2261,7.0079956
#x2251,7.0079956
#x2260,7.0079956
#x2284,6.5880127
#x2285,6.5880127
#x2209,6.5880127
#x220c,6.5880127
#x223c,7.0079956
#x2248,7.0079956
#x2243,7.0079956
#x2245,7.0079956
#x227a,7.0079956
#x227b,7.0079956
#x221d,6.5880127
#x2225,7.0079956
#x22a5,6.5880127
#x22a2,6.5880127
#x22a3,6.5880127
#x2253,7.0079956
#x2252,7.0079994
#x2286,6.5880013
#x2287,6.5879974
#x228a,6.5879974
#x228b,6.5879974
#x227c,7.008003
#x227d,7.0079956
#x22a7,4.7879944
#x2244,7.0079956
#x2262,7.0079956
#x2276,7.0079956
#x2277,7.0079956
#x2247,7.0079956
#x2323,8.556
#x2322,8.556
#x224d,7.0079956
#x2224,7.0079956
#x2288,6.5880127
#x2289,6.5880127
#x2226,7.0079956
#x2280,6.5880127
#x2281,6.5880127
#x0026,8.003998
#x002a,4.6679993
#x002b,7.0079956
#x2212,7.0079956
#x002f,3.3359985
#x005c,3.3359985
#x00b1,7.0079956
#x2213,7.0079956
#x00d7,7.0079956
#x00f7,7.0079956
#x2295,9.599976
#x2296,9.599976
#x2297,9.599998
#x22c3,6.5880013
#x22c2,6.5879974
#x22c1,6.5879974
#x22c0,6.5879974
#x2214,7.008003
#x22c9,7.5599976
#x22ca,7.5599976
#x2299,9.600006
#x005e,5.628006
#x222b,6.072006
#x222e,6.072006
#x221a,7.199997
#x2211,8.556
#x220f,9.876007
#x2210,9.876007
#x22c3,6.5880127
#x22c2,6.5880127
#x02c1,3.0
#x22c0,6.5880127
#x2295,9.600006
#x2297,9.600006
#x222c,9.671997
#x222d,13.272003
#x2190,8.556
#x2192,8.556
#x21d0,8.556
#x21d2,8.556
#x2194,8.556
#x21d4,10.356018
#x2191,8.55603
#x2193,8.55603
#x21d1,8.556
#x21d3,8.556
#x2198,8.556
#x2197,8.556
#x2199,8.556
#x2196,8.556
#x21a6,8.556
#x21aa,8.556
#x00b4,3.9960022
#x0060,3.9960022
#x005e,5.628006
#x02dc,3.9960022
#x02c7,3.9960022
#x02d8,3.9960022
#x00af,6.0
#x02d9,3.9960022
#x00a8,3.9960022
#x20db,7.200012
#x005f,6.0
#x007c,3.119995
#x2016,5.1359863
#x0028,3.9960022
#x0029,3.9960022
#x007b,4.0079956
#x007d,4.0079956
#x005b,3.3359985
#x005d,3.3359985
#x250c,7.200012
#x2510,7.200012
#x2514,7.200012
#x251a,7.200012
#x230a,5.3880005
#x230b,5.3880005
#x2308,5.3880005
#x2309,5.3880005
#x2329,3.947998
#x232a,3.947998
#x0021,3.3359985
#x0023,6.671997
#x0024,6.671997
#x0025,10.667999
#x003f,6.671997
#x0040,12.179993
#x00a5,6.671997
#x005f,6.0
#x221e,6.5879974
#x2202,5.927994
#x2207,7.343994
#x2113,3.4920044
#x045b,6.671997
#x211c,9.540009
#x2111,6.6359863
#x2135,8.256012
#x2205,9.600006
#x2200,7.200012
#x2203,7.200012
#x00ac,7.0079956
#x2220,7.0079956
#x25b3,7.200012
#x25a1,7.200012
#x00a7,6.671997
#x2020,6.671997
#x2021,6.671997
#x00b6,6.4440002
#x266d,5.2680054
#x266e,5.2680054
#x00a9,8.843994
#x211a,8.664001
#x2605,9.792
#x2010,3.9959984
#x2014,12.0
#x002c,3.3359985
#x002e,3.3359985
#x2022,4.199997
#x003a,3.3359985
#x003b,3.3359985
#x25ef,7.199997
#x2026,12.0
#x00b7,3.3359985
#x22ee,12.0
#x22f1,12.0
#x2033,4.4639893
#x2034,6.2640076
